months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
280,45,15-07-11,IN,250/500,1000,1397.67,0,607889,MALE,JD,machine-op-inspct,camping,wife,22-01-15,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,YES,1,2,NO,84720,N
194,39,27-07-05,IN,250/500,500,823.17,0,455689,MALE,Masters,adm-clerical,paintball,own-child,23-02-15,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,?,2,2,NO,61500,N
112,27,18-10-05,OH,100/300,500,965.13,0,450341,FEMALE,Masters,tech-support,exercise,unmarried,22-02-15,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,?,0,1,?,51000,N
24,33,19-01-96,IL,500/1000,1000,1922.84,0,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,24-01-15,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,?,2,1,NO,46800,N
93,32,29-09-05,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,09-02-15,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,?,1,1,?,78120,N
171,34,18-02-97,IN,250/500,2000,1277.25,0,605169,FEMALE,College,exec-managerial,yachting,other-relative,19-01-15,Major Damage,Police,NY,Springfield,8668 Flute St,14,NO,1,2,?,69200,Y
200,40,11-05-10,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,sales,exercise,other-relative,01-01-15,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,?,0,0,NO,3690,N
120,28,06-02-09,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,tech-support,golf,not-in-family,07-01-15,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,NO,0,3,?,65500,N
325,46,09-07-13,IL,500/1000,500,1348.83,0,474360,FEMALE,High School,prof-specialty,basketball,wife,01-02-15,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,?,1,2,YES,76120,N
124,32,06-06-92,IL,250/500,1000,1198.15,0,447925,FEMALE,MD,other-service,hiking,not-in-family,21-02-15,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,NO,0,2,YES,73560,N
211,35,08-03-98,OH,100/300,2000,1221.22,0,451586,MALE,Masters,machine-op-inspct,camping,other-relative,21-01-15,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,YES,0,1,?,52030,N
287,41,29-03-04,IL,500/1000,2000,968.74,0,477519,MALE,Masters,transport-moving,video-games,wife,19-01-15,Trivial Damage,None,SC,Northbrook,5532 Weaver Ridge,9,?,2,3,?,5170,N
122,34,01-06-06,IN,250/500,1000,1220.71,0,603639,MALE,PhD,machine-op-inspct,video-games,own-child,27-02-15,Minor Damage,None,SC,Northbend,9101 2nd Hwy,5,?,2,1,YES,8190,N
22,29,08-06-94,IN,250/500,2000,1238.62,6000000,463993,MALE,MD,exec-managerial,yachting,other-relative,14-02-15,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,?,2,3,?,70800,Y
106,31,12-02-98,IL,500/1000,2000,1320.75,0,441491,FEMALE,JD,farming-fishing,video-games,wife,01-02-15,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,?,0,3,YES,45630,N
398,58,16-11-00,OH,100/300,500,990.98,0,469429,FEMALE,Associate,exec-managerial,cross-fit,wife,02-02-15,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,YES,2,1,?,99320,Y
214,41,24-10-04,IL,500/1000,500,1398.51,4000000,472214,MALE,Masters,tech-support,polo,not-in-family,01-02-15,Major Damage,Fire,NC,Northbend,4672 MLK St,13,?,2,0,NO,64000,Y
209,38,08-11-09,OH,100/300,500,1355.08,0,614945,FEMALE,MD,other-service,golf,other-relative,19-01-15,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,?,1,1,?,47300,N
82,27,21-09-96,IL,100/300,1000,1384.51,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,18-02-15,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,NO,2,3,?,71680,Y
193,41,16-07-95,OH,250/500,500,847.03,0,438555,FEMALE,JD,craft-repair,skydiving,not-in-family,08-02-15,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,?,1,0,YES,112320,Y
134,32,09-06-01,OH,100/300,1000,1000.06,0,440961,FEMALE,PhD,farming-fishing,base-jumping,wife,09-01-15,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,?,1,0,?,82720,N
288,45,06-10-02,IL,100/300,1000,1046.71,0,616714,MALE,Masters,priv-house-serv,polo,husband,27-02-15,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,?,2,1,?,48060,N
104,32,14-07-97,IN,250/500,500,1158.03,0,434247,MALE,High School,exec-managerial,kayaking,own-child,08-01-15,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,YES,1,3,YES,63570,Y
431,54,11-11-94,OH,100/300,1000,1372.27,0,436547,FEMALE,Masters,craft-repair,paintball,own-child,08-01-15,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,NO,2,3,?,63240,N
101,33,23-06-12,OH,100/300,1000,1053.04,7000000,619540,FEMALE,Masters,other-service,reading,own-child,24-02-15,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,NO,1,3,?,54240,Y
375,50,18-02-07,OH,100/300,1000,1275.39,0,466283,MALE,Associate,sales,bungie-jumping,other-relative,12-02-15,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,YES,2,3,NO,37280,Y
461,61,27-06-05,OH,100/300,2000,1402.75,0,449557,MALE,JD,exec-managerial,exercise,husband,18-02-15,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,?,2,1,YES,72100,N
428,59,29-09-99,IN,250/500,500,1344.36,7000000,473329,FEMALE,JD,prof-specialty,hiking,other-relative,06-02-15,Minor Damage,None,WV,Northbend,6375 2nd Lane,8,?,2,3,NO,6500,N
45,38,14-05-06,IN,100/300,1000,1197.71,0,470117,MALE,Masters,machine-op-inspct,movies,not-in-family,14-02-15,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,?,2,0,?,78240,N
136,29,29-04-10,OH,100/300,500,1203.24,0,600702,FEMALE,JD,transport-moving,video-games,other-relative,05-02-15,Minor Damage,Police,NY,Columbus,1562 Britain St,9,?,2,0,?,6200,N
216,36,10-11-92,IN,500/1000,1000,1152.4,0,615921,FEMALE,Associate,priv-house-serv,reading,unmarried,25-01-15,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,YES,2,3,?,6160,N
278,48,24-07-99,IN,500/1000,2000,1142.62,7000000,475588,FEMALE,MD,farming-fishing,dancing,not-in-family,16-01-15,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,?,2,0,?,76050,N
295,48,22-02-92,OH,500/1000,1000,1332.07,0,609409,FEMALE,MD,exec-managerial,polo,unmarried,28-01-15,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,NO,2,1,YES,86060,N
112,30,13-09-02,OH,500/1000,1000,1166.54,0,479852,FEMALE,Masters,prof-specialty,sleeping,not-in-family,21-01-15,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,YES,2,0,NO,107900,Y
122,34,09-08-03,IL,250/500,500,1495.06,0,452249,FEMALE,Masters,prof-specialty,polo,unmarried,07-01-15,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,NO,2,0,YES,99990,N
108,29,04-12-07,IN,500/1000,1000,1337.92,0,441536,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,23-02-15,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,NO,2,2,YES,61380,N
14,28,22-07-02,OH,250/500,2000,1587.96,0,601617,FEMALE,Associate,craft-repair,board-games,unmarried,14-02-15,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,?,2,1,YES,71280,Y
298,45,03-07-92,IL,500/1000,1000,1362.29,0,442598,MALE,High School,farming-fishing,yachting,unmarried,27-02-15,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,NO,0,0,NO,64000,N
276,46,29-03-05,IL,250/500,500,1448.84,0,430987,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,21-02-15,Trivial Damage,Police,SC,Hillsdale,7783 Lincoln Hwy,7,?,0,1,NO,5940,N
47,37,16-03-08,IN,250/500,2000,1241.97,0,430104,MALE,High School,other-service,movies,not-in-family,05-01-15,Minor Damage,None,NY,Hillsdale,8749 Tree St,18,NO,1,0,NO,6700,N
222,42,23-05-99,IL,250/500,500,1124.6,0,612904,MALE,Associate,armed-forces,hiking,not-in-family,30-01-15,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,YES,0,0,?,51740,N
119,28,22-11-12,OH,250/500,2000,1079.92,0,430886,MALE,High School,machine-op-inspct,hiking,husband,26-02-15,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,?,0,1,YES,53600,Y
73,29,29-01-93,IL,250/500,1000,1447.78,0,467947,MALE,College,protective-serv,board-games,wife,10-01-15,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,YES,1,0,?,44910,N
8,31,11-02-03,IN,250/500,500,1229.16,4000000,604804,FEMALE,MD,transport-moving,kayaking,wife,23-02-15,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,?,0,2,YES,48100,N
294,44,15-08-90,IL,100/300,1000,1226.49,0,460308,FEMALE,PhD,farming-fishing,kayaking,unmarried,05-02-15,Trivial Damage,None,WV,Riverwood,5904 1st Drive,3,NO,0,1,NO,6100,N
324,46,06-03-10,IN,100/300,2000,897.89,6000000,618862,MALE,MD,tech-support,board-games,wife,21-01-15,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,?,1,0,YES,79600,N
155,34,27-09-90,IN,100/300,500,1706.79,0,462479,MALE,Masters,protective-serv,dancing,other-relative,07-01-15,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,NO,1,1,YES,77040,N
261,45,17-06-05,IL,250/500,1000,1254.18,0,457555,FEMALE,PhD,prof-specialty,kayaking,other-relative,11-01-15,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,YES,0,1,?,62590,N
245,40,14-09-01,IN,500/1000,500,885.08,0,459984,FEMALE,Masters,armed-forces,skydiving,other-relative,06-02-15,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,YES,0,1,NO,85150,N
235,39,07-01-11,IL,100/300,500,1046.58,4000000,434982,MALE,MD,tech-support,exercise,wife,24-01-15,Trivial Damage,None,NY,Hillsdale,6193 1st Hwy,1,?,2,1,NO,4950,N
53,36,13-09-03,OH,500/1000,2000,1712.68,0,614233,MALE,Associate,handlers-cleaners,basketball,not-in-family,18-02-15,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,?,2,0,YES,51100,N
426,54,24-10-97,IL,500/1000,2000,1097.71,0,605258,FEMALE,Masters,adm-clerical,reading,not-in-family,12-01-15,Minor Damage,Police,SC,Springfield,8964 Francis St,13,YES,2,3,?,100800,N
111,27,04-01-09,IN,250/500,500,1363.77,4000000,604377,FEMALE,Masters,tech-support,exercise,husband,17-01-15,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,YES,2,3,NO,90970,N
86,26,12-10-98,OH,100/300,500,1382.88,7000000,434923,MALE,JD,tech-support,cross-fit,other-relative,12-01-15,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,?,1,1,YES,81840,Y
296,46,23-02-93,OH,100/300,1000,1141.35,7000000,476456,MALE,Masters,craft-repair,sleeping,not-in-family,06-01-15,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,?,0,2,NO,54900,N
125,35,07-07-96,OH,500/1000,500,1054.83,7000000,446788,MALE,JD,tech-support,cross-fit,husband,25-02-15,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,YES,2,3,NO,88660,Y
177,34,23-01-13,IL,100/300,2000,1057.77,0,477382,FEMALE,JD,tech-support,bungie-jumping,unmarried,16-02-15,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,?,1,1,NO,18000,N
238,39,06-12-06,IN,250/500,2000,1488.02,0,600275,FEMALE,JD,protective-serv,exercise,other-relative,25-02-15,Minor Damage,Police,NY,Northbrook,5445 Tree Hwy,9,YES,1,3,YES,5500,N
81,25,23-02-14,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,tech-support,hiking,own-child,21-02-15,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,?,1,0,?,73920,Y
128,28,16-11-07,OH,500/1000,1000,986.53,0,472720,FEMALE,High School,adm-clerical,polo,other-relative,16-02-15,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,NO,0,2,YES,101860,N
449,57,17-04-99,OH,250/500,2000,1440.68,0,442395,MALE,Associate,tech-support,movies,own-child,09-02-15,Minor Damage,None,SC,Riverwood,1845 Best St,8,YES,0,1,YES,5390,N
252,39,06-02-06,IN,250/500,1000,1086.21,0,455340,MALE,JD,farming-fishing,hiking,unmarried,13-02-15,Minor Damage,Police,SC,Springfield,2500 Tree St,18,?,1,2,?,50490,N
359,47,20-10-93,OH,100/300,2000,1367.68,0,613247,FEMALE,MD,handlers-cleaners,basketball,unmarried,11-01-15,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,NO,0,3,NO,55500,N
19,32,01-01-06,OH,500/1000,1000,1215.85,0,454985,MALE,High School,other-service,hiking,husband,02-01-15,Minor Damage,Police,VA,Hillsdale,6165 Rock Ridge,8,YES,1,1,YES,7040,N
73,26,04-04-03,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,farming-fishing,basketball,not-in-family,12-02-15,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,?,0,1,YES,40160,N
285,44,05-07-14,IL,500/1000,1000,1594.45,0,452747,MALE,High School,handlers-cleaners,bungie-jumping,husband,05-02-15,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,YES,2,3,NO,55680,N
196,36,16-01-96,IN,250/500,2000,1463.07,0,615611,MALE,MD,armed-forces,skydiving,own-child,24-01-15,Trivial Damage,Police,WV,Springfield,4939 Best St,3,?,1,1,NO,5300,Y
223,43,19-04-02,OH,250/500,500,1734.09,0,451400,FEMALE,MD,adm-clerical,camping,not-in-family,12-01-15,Trivial Damage,None,WV,Arlington,4964 Elm Lane,6,YES,0,3,?,5200,N
328,48,10-12-05,IL,250/500,500,1411.43,0,464874,MALE,Masters,armed-forces,bungie-jumping,own-child,16-01-15,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,YES,2,1,NO,59400,N
285,43,07-11-94,OH,100/300,2000,1512.58,0,452496,FEMALE,College,sales,paintball,other-relative,13-01-15,Minor Damage,Police,SC,Arlington,8718 Apache Lane,7,?,1,1,?,2520,N
30,31,02-06-12,IL,250/500,2000,1153.35,0,430714,MALE,PhD,craft-repair,golf,not-in-family,02-02-15,Trivial Damage,Police,NY,Hillsdale,3590 Best Hwy,9,NO,2,1,YES,5760,N
342,49,07-04-98,OH,250/500,500,1722.95,0,472634,MALE,PhD,transport-moving,base-jumping,not-in-family,28-02-15,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,?,2,0,YES,76700,N
219,39,25-04-07,IN,250/500,2000,1281.07,7000000,608371,FEMALE,High School,protective-serv,board-games,unmarried,18-01-15,Trivial Damage,Police,NY,Springfield,4116 Embaracadero Lane,6,NO,0,2,NO,5920,N
468,62,30-06-00,IL,100/300,500,1011.92,0,468168,MALE,PhD,machine-op-inspct,paintball,wife,15-02-15,Major Damage,Fire,SC,Riverwood,3486 Flute Ave,7,YES,0,3,?,64350,N
241,39,04-06-96,IL,250/500,2000,1042.26,0,464107,MALE,JD,sales,kayaking,husband,31-01-15,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,NO,1,2,?,19080,N
223,43,09-05-09,OH,500/1000,500,1235.1,0,466959,FEMALE,Masters,tech-support,exercise,not-in-family,10-02-15,Minor Damage,Police,SC,Springfield,9138 3rd St,14,NO,2,1,NO,54400,N
128,32,08-07-01,OH,100/300,2000,768.91,0,443522,FEMALE,College,sales,chess,other-relative,26-02-15,Total Loss,Fire,SC,Columbus,3743 Andromedia Ridge,0,?,1,0,NO,59800,Y
124,29,20-09-93,OH,500/1000,500,1301.72,0,441726,MALE,Masters,handlers-cleaners,golf,husband,25-02-15,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,?,0,3,YES,72000,N
343,48,03-11-09,IN,250/500,500,1451.54,3000000,473412,MALE,JD,adm-clerical,hiking,husband,08-01-15,Total Loss,Police,SC,Riverwood,3167 2nd St,13,NO,2,3,NO,65070,N
404,53,10-12-14,IN,250/500,500,767.14,0,466201,MALE,Associate,sales,reading,not-in-family,14-01-15,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,NO,0,1,NO,8800,N
63,24,08-01-94,OH,250/500,2000,1620.89,0,469621,FEMALE,High School,handlers-cleaners,movies,other-relative,03-02-15,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,7,NO,2,0,NO,6120,N
210,37,05-08-06,IN,500/1000,2000,1048.46,0,466676,MALE,High School,priv-house-serv,skydiving,not-in-family,05-01-15,Trivial Damage,None,OH,Columbus,3878 Tree Lane,9,?,1,2,?,7080,N
335,50,07-02-07,OH,100/300,1000,1538.26,6000000,615346,MALE,High School,sales,yachting,other-relative,24-01-15,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,12,YES,2,3,YES,34320,N
11,40,09-04-01,OH,500/1000,2000,1217.69,0,440106,FEMALE,MD,prof-specialty,reading,wife,26-01-15,Major Damage,Other,SC,Springfield,9138 1st St,6,?,1,0,?,53460,Y
142,33,17-02-95,IN,100/300,2000,1362.64,5000000,450332,FEMALE,JD,exec-managerial,cross-fit,wife,21-01-15,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,YES,1,3,?,81360,Y
272,43,25-07-95,OH,100/300,1000,1279.13,0,615226,MALE,PhD,craft-repair,bungie-jumping,other-relative,06-02-15,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,5,?,1,2,YES,81070,Y
69,26,24-03-06,IL,100/300,2000,924.72,0,437688,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,07-01-15,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,NO,2,2,NO,63120,N
38,28,28-03-95,OH,250/500,1000,1019.44,0,437387,MALE,Masters,transport-moving,yachting,not-in-family,10-02-15,Trivial Damage,None,NC,Springfield,9742 5th Ridge,17,?,2,1,NO,7200,N
328,46,19-06-96,IL,500/1000,500,1314.6,0,458139,FEMALE,MD,prof-specialty,exercise,not-in-family,23-02-15,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,?,2,3,?,70290,Y
281,43,16-06-93,OH,100/300,1000,1515.18,6000000,443191,MALE,College,priv-house-serv,camping,other-relative,09-01-15,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,21,NO,1,0,NO,60190,N
246,44,11-07-01,OH,250/500,2000,1649.18,0,613647,MALE,College,farming-fishing,base-jumping,other-relative,22-02-15,Major Damage,Other,NY,Hillsdale,5483 Francis Drive,18,YES,1,2,YES,61380,Y
298,49,22-11-08,OH,250/500,500,1451.01,0,460820,FEMALE,College,other-service,exercise,own-child,21-02-15,Minor Damage,Ambulance,NY,Springfield,2005 Texas Hwy,17,NO,2,2,NO,28100,N
330,50,28-12-02,IL,500/1000,1000,978.46,0,431121,FEMALE,High School,sales,yachting,husband,04-02-15,Total Loss,Fire,NY,Hillsdale,6634 Texas Ridge,19,YES,0,0,NO,49060,N
362,50,01-01-06,IL,250/500,500,1198.34,4000000,619735,MALE,Associate,sales,board-games,wife,07-01-15,Total Loss,Fire,NY,Columbus,8655 Cherokee Lane,17,?,1,1,NO,57060,N
241,38,19-05-90,IN,100/300,2000,1003.23,0,470485,FEMALE,Associate,tech-support,kayaking,not-in-family,17-01-15,Major Damage,Fire,VA,Arlington,4955 Lincoln Ridge,23,?,0,3,YES,77880,N
245,41,26-08-13,IN,500/1000,2000,1212,0,620473,MALE,Masters,exec-managerial,basketball,unmarried,28-01-15,Total Loss,Ambulance,NY,Springfield,7705 Best Ridge,4,YES,0,1,YES,73500,N
371,52,12-10-97,IL,250/500,1000,1242.96,7000000,449800,FEMALE,High School,other-service,paintball,own-child,22-02-15,Minor Damage,Other,NY,Riverwood,5838 Pine Lane,2,YES,2,0,?,88920,N
343,52,21-01-02,IL,500/1000,1000,1053.02,0,602402,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,16-02-15,Major Damage,Other,NY,Arlington,7331 Sky Hwy,2,?,0,2,NO,47630,Y
377,53,02-09-96,IL,100/300,500,1693.63,0,452456,FEMALE,MD,craft-repair,kayaking,unmarried,17-02-15,Total Loss,Fire,WV,Hillsdale,5640 Embaracadero Lane,10,YES,1,3,NO,59040,N
154,37,28-01-10,IL,250/500,1000,2047.59,0,439269,FEMALE,MD,farming-fishing,dancing,other-relative,09-01-15,Minor Damage,Other,SC,Columbus,9610 Cherokee St,2,?,0,3,NO,79530,N
166,34,03-10-14,OH,100/300,1000,1083.72,0,617774,FEMALE,High School,machine-op-inspct,base-jumping,wife,09-02-15,Total Loss,Other,NY,Columbus,3550 Washington Ave,18,NO,0,2,YES,53680,N
298,46,02-05-07,OH,500/1000,1000,1138.42,6000000,477678,MALE,JD,prof-specialty,dancing,own-child,16-02-15,Minor Damage,Police,SC,Arlington,5277 Texas Lane,18,NO,2,3,YES,33550,N
235,42,22-09-90,IN,250/500,500,1072.62,0,444913,FEMALE,Masters,machine-op-inspct,exercise,husband,18-02-15,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,7,?,2,1,YES,69100,N
172,35,19-09-04,IL,100/300,2000,1219.04,0,456602,MALE,MD,handlers-cleaners,paintball,own-child,11-01-15,Major Damage,Police,OH,Hillsdale,7380 5th Hwy,19,?,2,0,NO,79750,N
27,28,28-08-95,IN,100/300,2000,1371.78,0,451560,MALE,JD,farming-fishing,polo,other-relative,04-02-15,Major Damage,Other,PA,Riverwood,2539 Embaracadero Ridge,10,?,0,2,YES,53600,Y
428,54,04-02-04,IN,100/300,2000,1506.21,0,453407,MALE,Masters,transport-moving,kayaking,unmarried,22-01-15,Minor Damage,Fire,NY,Riverwood,4693 Lincoln Hwy,16,NO,1,0,?,76560,N
99,32,23-07-14,IN,100/300,1000,1058.21,3000000,618655,MALE,JD,craft-repair,golf,unmarried,10-01-15,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,17,YES,1,1,NO,41130,N
107,26,21-03-97,IL,500/1000,2000,932.14,0,612550,MALE,MD,sales,cross-fit,own-child,10-01-15,Total Loss,Fire,SC,Columbus,1273 Rock Lane,2,NO,2,3,NO,78650,Y
272,41,06-05-91,OH,500/1000,2000,1608.34,0,466718,FEMALE,Associate,farming-fishing,reading,own-child,16-02-15,Major Damage,Other,NY,Springfield,8281 Lincoln Lane,19,?,1,1,?,71060,N
151,37,07-08-92,IN,500/1000,1000,1728.56,0,617947,FEMALE,Masters,farming-fishing,dancing,own-child,08-02-15,Minor Damage,Fire,WV,Northbrook,6429 4th Hwy,0,YES,1,1,?,38830,N
249,43,03-09-13,IL,250/500,1000,1518.46,0,606238,FEMALE,MD,armed-forces,cross-fit,own-child,26-01-15,Major Damage,Fire,SC,Riverwood,2201 4th Lane,16,?,0,0,YES,53500,N
177,38,05-01-12,IL,100/300,2000,1540.19,0,463842,FEMALE,College,adm-clerical,skydiving,other-relative,01-02-15,Major Damage,Other,VA,Columbus,5506 Best St,20,YES,2,0,NO,73700,Y
190,40,27-01-07,OH,500/1000,2000,965.21,0,610354,FEMALE,JD,exec-managerial,camping,other-relative,02-02-15,Trivial Damage,None,SC,Hillsdale,8404 Embaracadero St,10,?,2,1,YES,6300,N
174,36,14-10-05,IL,100/300,2000,1278.75,0,461328,FEMALE,College,tech-support,paintball,own-child,06-02-15,Total Loss,Ambulance,NY,Riverwood,2117 Lincoln Hwy,21,?,2,2,NO,65400,N
95,28,03-11-90,OH,250/500,1000,773.99,0,458727,MALE,Associate,armed-forces,board-games,other-relative,01-01-15,Trivial Damage,None,PA,Springfield,6359 MLK Ridge,3,YES,1,2,NO,3200,N
371,51,15-10-05,IN,500/1000,1000,1532.47,0,452587,FEMALE,Associate,tech-support,golf,other-relative,19-01-15,Major Damage,Fire,NY,Arlington,9751 Sky Ridge,7,YES,0,3,YES,75400,Y
2,28,22-05-99,IL,250/500,1000,1340.56,0,433184,FEMALE,JD,machine-op-inspct,golf,not-in-family,17-01-15,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,19,YES,0,2,YES,58140,N
269,44,21-12-02,OH,100/300,500,1297.75,4000000,451280,FEMALE,JD,other-service,chess,own-child,01-02-15,Total Loss,Ambulance,SC,Columbus,1830 Sky St,15,?,0,1,?,98670,Y
101,27,10-02-07,IL,250/500,1000,433.33,0,603269,MALE,Masters,machine-op-inspct,golf,other-relative,02-01-15,Minor Damage,None,SC,Hillsdale,6067 Weaver Ridge,7,?,0,3,NO,5900,N
94,30,01-03-02,IN,250/500,2000,1025.54,0,442632,FEMALE,High School,armed-forces,paintball,other-relative,20-02-15,Major Damage,Fire,NC,Arlington,1840 Embaracadero Ave,19,?,1,3,YES,64100,N
117,28,21-04-03,OH,250/500,500,1264.77,0,447300,FEMALE,Associate,transport-moving,yachting,unmarried,05-02-15,Total Loss,Fire,SC,Springfield,4058 Tree Drive,13,YES,0,1,?,55440,Y
111,27,22-09-02,OH,250/500,500,1459.97,5000000,441783,MALE,MD,sales,yachting,other-relative,27-02-15,Major Damage,Police,SC,Northbend,4983 MLK Ridge,2,NO,1,2,NO,80850,Y
242,40,10-02-98,OH,100/300,500,1238.65,0,468702,FEMALE,High School,transport-moving,bungie-jumping,husband,27-01-15,Trivial Damage,Police,WV,Springfield,9744 Texas Drive,5,YES,1,1,NO,7480,N
440,61,01-09-92,OH,250/500,500,1050.76,0,467942,MALE,PhD,transport-moving,movies,wife,26-01-15,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,?,2,3,NO,53640,Y
20,23,01-05-99,OH,500/1000,1000,1711.72,0,463678,FEMALE,JD,tech-support,base-jumping,wife,13-01-15,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,21,NO,2,2,NO,63250,Y
461,57,19-12-97,IL,100/300,500,865.33,7000000,615220,FEMALE,High School,farming-fishing,golf,own-child,14-01-15,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,NO,0,1,?,59040,N
208,36,18-06-00,IL,250/500,500,1153.49,0,432711,MALE,Associate,craft-repair,base-jumping,other-relative,22-02-15,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16,YES,1,0,YES,50500,N
279,43,24-04-95,OH,500/1000,2000,1281.25,0,463583,MALE,Associate,machine-op-inspct,cross-fit,other-relative,17-01-15,Major Damage,Police,SC,Columbus,7859 4th Ridge,13,YES,0,1,NO,57690,Y
244,40,16-06-06,IL,100/300,500,1342.8,0,439502,FEMALE,MD,sales,base-jumping,husband,02-02-15,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2,YES,1,3,YES,5940,N
134,30,28-09-07,OH,250/500,2000,1443.32,0,613287,FEMALE,PhD,exec-managerial,dancing,unmarried,07-01-15,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19,?,0,2,YES,47790,Y
